"AVENI","AVENI","1","ASP","","0.0","","1","LOG","AVENIR SERVICE SARL"
"27655","27655","1","IMPORT","","0.0","","1","SEB","MONTFORT"
"27725","27725","1","IMPORT","","0.0","","1","SEB","S.B.S."
"27763","27763","1","IMPORT","","0.0","","1","SEB","GMD SA"
"28058","28058","1","IMPORT","","0.0","","1","SEB","SOCOPA GACE"
"28304","28304","1","IMPORT","","0.0","","1","SEB","LDC LE GAULOIS"
"28724","28724","1","IMPORT","","0.0","","1","SEB","FROMAPAC"
"29776","29776","1","IMPORT","","0.0","","1","SEB","HERO DAUFRUIT"
"29777","29777","1","IMPORT","","0.0","","1","SEB","HDSA"
"30116","30116","1","IMPORT","","0.0","","1","SEB","LA BOULANGERE"
"30155","30155","1","IMPORT","","0.0","","1","SEB","TEMPIER SOVACO"
"30179","30179","1","IMPORT","","0.0","","1","SEB","ETS VANEL"
"30232","30232","1","IMPORT","","0.0","","1","SEB","ST HUBERT"
"30389","30389","1","IMPORT","","0.0","","1","SEB","JARNOUX CREPERIE"
"30427","30427","1","IMPORT","","0.0","","1","SEB","BISCUITERIE DE L'AER"
"30428","30428","1","IMPORT","","0.0","","1","SEB","BISCUITERIE JEANNETTE"
"30429","30429","1","IMPORT","","0.0","","1","SEB","BRIE"
"30445","30445","1","IMPORT","","0.0","","1","SEB","SALAISON ST ANDRE"
"30446","30446","1","IMPORT","","0.0","","1","SEB","SALAISON PAYS D'OC"
"30453","30453","1","IMPORT","","0.0","","1","SEB","NORMANDIE"
"30455","30455","1","IMPORT","","0.0","","1","SEB","VANELLI"
"30456","30456","1","IMPORT","","0.0","","1","SEB","VAUBERNIER"
"30671","30671","1","IMPORT","","0.0","","1","SEB","DELPEYRAT SA"
"30737","30737","1","IMPORT","","0.0","","1","SEB","NOVANDIE"
"30819","30819","1","IMPORT","","0.0","","1","SEB","ENTREMONT"
"31035","31035","1","IMPORT","","0.0","","1","SEB","SA. SAMAN EDOUARD PG"
"31036","31036","1","IMPORT","","0.0","","1","SEB","SAR OCEAN"
"31037","31037","1","IMPORT","","0.0","","1","SEB","S V A"
"31239","31239","1","IMPORT","","0.0","","1","SEB","AGRI COMMERCE"
"31409","31409","1","IMPORT","","0.0","","1","SEB","LES PCHERIES DE FECAMP"
"31410","31410","1","IMPORT","","0.0","","1","SEB","LES FERMIERS LANDAIS"
"31617","31617","1","IMPORT","","0.0","","1","SEB","LE COMPTOIR DES FLEURISTES"
"31619","31619","1","IMPORT","","0.0","","1","SEB","ELVIR S.A."
"31620","31620","1","IMPORT","","0.0","","1","SEB","E.Q.S."
"31653","31653","1","IMPORT","","0.0","","1","SEB","MIFROMA"
"31729","31729","1","IMPORT","","0.0","","1","SEB","AGRUNORD"
"31730","31730","1","IMPORT","","0.0","","1","SEB","VAMOT EXCEL"
"31743","31743","1","IMPORT","","0.0","","1","SEB","SOUSSANA"
"31752","31752","1","IMPORT","","0.0","","1","SEB","SENOBLE"
"31753","31753","1","IMPORT","","0.0","","1","SEB","SENEGRAL"
"31765","31765","1","IMPORT","","0.0","","1","SEB","IDEVAL"
"31809","31809","1","IMPORT","","0.0","","1","SEB","MADRANGE"
"31811","31811","1","IMPORT","","0.0","","1","SEB","APPLE-WAY"
"31812","31812","1","IMPORT","","0.0","","1","SEB","LABEYRIE INTERNATIONAL"
"31813","31813","1","IMPORT","","0.0","","1","SEB","ETREZ"
"31815","31815","1","IMPORT","","0.0","","1","SEB","JEAN STALAVEN"
"31827","31827","1","IMPORT","","0.0","","1","SEB","DESAILLY CHAUVIERE ROY"
"31841","31841","1","IMPORT","","0.0","","1","SEB","SOCIETE GRAND FERMAGE"
"31930","31930","1","IMPORT","","0.0","","1","SEB","COOP AGRICOLE MANZIAT"
"32143","32143","1","IMPORT","","0.0","","1","SEB","SCAB KRITSEN"
"32198","32198","1","IMPORT","","0.0","","1","SEB","LES FROMAGERIES OCCITANES"
"32201","32201","1","IMPORT","","0.0","","1","SEB","YANNICK"
"32202","32202","1","IMPORT","","0.0","","1","SEB","YEO"
"32203","32203","1","IMPORT","","0.0","","1","SEB","ZAPHIR"
"32221","32221","1","IMPORT","","0.0","","1","SEB","EURALIS GASTRONOMIE"
"32249","32249","1","IMPORT","","0.0","","1","SEB","SCAN IMPORT"
"32272","32272","1","IMPORT","","0.0","","1","SEB","LUNOR"
"32280","32280","1","IMPORT","","0.0","","1","SEB","LACTALIS AVION"
"32281","32281","1","IMPORT","","0.0","","1","SEB","PONTHIER"
"32303","32303","1","IMPORT","","0.0","","1","SEB","AOSTE EXPORT SNC"
"32304","32304","1","IMPORT","","0.0","","1","SEB","ROCHEBILLARD"
"32345","32345","1","IMPORT","","0.0","","1","SEB","LE PETIT CUISINIER"
"32356","32356","1","IMPORT","","0.0","","1","SEB","RICHELIEU"
"32451","32451","1","IMPORT","","0.0","","1","SEB","SEA STAR SEAFOODS"
"32452","32452","1","IMPORT","","0.0","","1","SEB","SCHOEPFER"
"32453","32453","1","IMPORT","","0.0","","1","SEB","TROPIC  APERO"
"32467","32467","1","IMPORT","","0.0","","1","SEB","BASTE"
"32528","32528","1","IMPORT","","0.0","","1","SEB","ICIBEX"
"32535","32535","1","IMPORT","","0.0","","1","SEB","MONDIAL FRUITS SECS"
"32536","32536","1","IMPORT","","0.0","","1","SEB","MONTAGNE NOIRE"
"32537","32537","1","IMPORT","","0.0","","1","SEB","SOCOPA CHERRE"
"32545","32545","1","IMPORT","","0.0","","1","SEB","MARINE HARVEST"
"32623","32623","1","IMPORT","","0.0","","1","SEB","SEREBIS"
"32640","32640","1","IMPORT","","0.0","","1","SEB","BERNI"
"32650","32650","1","IMPORT","","0.0","","1","SEB","RAMON"
"32651","32651","1","IMPORT","","0.0","","1","SEB","ROMANZIN"
"32652","32652","1","IMPORT","","0.0","","1","SEB","ROUTHIAU"
"32674","32674","1","IMPORT","","0.0","","1","SEB","ETS CHAPIN"
"32805","32805","1","IMPORT","","0.0","","1","SEB","MARION"
"32806","32806","1","IMPORT","","0.0","","1","SEB","MAISON"
"32807","32807","1","IMPORT","","0.0","","1","SEB","MANDAN"
"32809","32809","1","IMPORT","","0.0","","1","SEB","MARTINIQUE VIANDES"
"32846","32846","1","IMPORT","","0.0","","1","SEB","ISIGNY LAITA"
"32847","32847","1","IMPORT","","0.0","","1","SEB","I.R.L."
"32848","32848","1","IMPORT","","0.0","","1","SEB","CHARLES AMAND"
"32849","32849","1","IMPORT","","0.0","","1","SEB","CHARCUTERIE"
"32967","32967","1","IMPORT","","0.0","","1","SEB","MALAGUTTI VEZINHET"
"32988","32988","1","IMPORT","","0.0","","1","SEB","CS FRANCE"
"32989","32989","1","IMPORT","","0.0","","1","SEB","CRF 2000"
"32990","32990","1","IMPORT","","0.0","","1","SEB","CRAPAIN"
"33519","33519","1","IMPORT","","0.0","","1","SEB","FORCHY PATISSIER SA"
"34342","34342","1","IMPORT","","0.0","","1","SEB","SOMEXPORT SAS"
"34675","34675","1","IMPORT","","0.0","","1","SEB","LA LEGUMERIE DE LA COTE D'OPAL"
"35133","35133","1","IMPORT","","0.0","","1","SEB","SOVIBA"
"35544","35544","1","IMPORT","","0.0","","1","SEB","FRANCE PRUNE"
"37000","37000","1","IMPORT","","0.0","","1","SEB","CARPIQUET"
"37010","37010","1","IMPORT","","0.0","","1","SEB","FONTENEAU"
"37232","37232","1","IMPORT","","0.0","","1","SEB","GERMANAUD ET CIE"
"37233","37233","1","IMPORT","","0.0","","1","SEB","GLAC COMMERCIAL"
"37234","37234","1","IMPORT","","0.0","","1","SEB","GRAINDORGE"
"38000","38000","1","IMPORT","","0.0","","1","SEB","CAMPINA B.V KAAS"
"38001","38001","1","IMPORT","","0.0","","1","SEB","CANDIA"
"38004","38004","1","IMPORT","","0.0","","1","SEB","LA CELTIQUE"
"38007","38007","1","IMPORT","","0.0","","1","SEB","COOPEX"
"38008","38008","1","IMPORT","","0.0","","1","SEB","COOPERL"
"38010","38010","1","IMPORT","","0.0","","1","SEB","COLOR"
"38028","38028","1","IMPORT","","0.0","","1","SEB","DUBOEUF GEORGES"
"38029","38029","1","IMPORT","","0.0","","1","SEB","DOMALAIT"
"38036","38036","1","IMPORT","","0.0","","1","SEB","SOVICO GACE"
"38038","38038","1","IMPORT","","0.0","","1","SEB","VERGERS DES CABANNES"
"38039","38039","1","IMPORT","","0.0","","1","SEB","VOLYSTAR"
"38040","38040","1","IMPORT","","0.0","","1","SEB","VERNIERES"
"38044","38044","1","IMPORT","","0.0","","1","SEB","LES AULX DU SUD OUEST"
"38047","38047","1","IMPORT","","0.0","","1","SEB","AERO"
"38048","38048","1","IMPORT","","0.0","","1","SEB","AGIS"
"38049","38049","1","IMPORT","","0.0","","1","SEB","AUBRET S.A."
"38050","38050","1","IMPORT","","0.0","","1","SEB","ARRO"
"38053","38053","1","IMPORT","","0.0","","1","SEB","JOVIN A CREANCES"
"38071","38071","1","IMPORT","","0.0","","1","SEB","DACOMEX"
"38072","38072","1","IMPORT","","0.0","","1","SEB","DACO"
"38073","38073","1","IMPORT","","0.0","","1","SEB","DANDIEU"
"38080","38080","1","IMPORT","","0.0","","1","SEB","CEDILAC"
"38103","38103","1","IMPORT","","0.0","","1","SEB","PER'INTER"
"38104","38104","1","IMPORT","","0.0","","1","SEB","PERRIN"
"38109","38109","1","IMPORT","","0.0","","1","SEB","JEAN D'AUBERVAL"
"38110","38110","1","IMPORT","","0.0","","1","SEB","JEAN PERRIN"
"38200","38200","1","IMPORT","","0.0","","1","SEB","DEXPA"
"38826","38826","1","IMPORT","","0.0","","1","SEB","LAURENT ANDRE"
"39638","39638","1","IMPORT","","0.0","","1","SEB","ALAZART"
"39639","39639","1","IMPORT","","0.0","","1","SEB","ALSACE LAITIERE"
"40402","40402","1","IMPORT","","0.0","","1","SEB","LAITERIE LE GALL"
"40406","40406","1","IMPORT","","0.0","","1","SEB","LAITERIE DE SAINT MALO"
"40407","40407","1","IMPORT","","0.0","","1","SEB","LAITERIE DE SAINT DENIS"
"41025","41025","1","IMPORT","","0.0","","1","SEB","IFLS"
"43731","43731","1","IMPORT","","0.0","","1","SEB","ASTRA CALVE"
"44142","44142","1","IMPORT","","0.0","","1","SEB","VALCREST"
"46011","46011","1","IMPORT","","0.0","","1","SEB","BOCADOU"
"46932","46932","1","IMPORT","","0.0","","1","SEB","UCKO"
"47259","47259","1","IMPORT","","0.0","","1","SEB","STE NEOCEA DESKA"
"48345","48345","1","IMPORT","","0.0","","1","SEB","CELYS"
"48346","48346","1","IMPORT","","0.0","","1","SEB","CERELIA"
"49556","49556","1","IMPORT","","0.0","","1","SEB","MENISSEZ JACQUES"
"49557","49557","1","IMPORT","","0.0","","1","SEB","MERICQ"
"50137","50137","1","IMPORT","","0.0","","1","SEB","LA BOVIDA"
"51258","51258","1","IMPORT","","0.0","","1","SEB","MARTINEZ P."
"59669","59669","1","IMPORT","","0.0","","1","SEB","SOPRAT"
"59985","59985","1","IMPORT","","0.0","","1","SEB","SARL MAUBERT"
"59986","59986","1","IMPORT","","0.0","","1","SEB","GOURMET FOOD FRANCE"
"59987","59987","1","IMPORT","","0.0","","1","SEB","TAYLOR PRESTON"
"61880","61880","1","IMPORT","","0.0","","1","SEB","STE FRAMOSA (LA MONEGASQUE)"
"61881","61881","1","IMPORT","","0.0","","1","SEB","* UTILISER"
"70000","70000","1","ASP","","0.0","","1","SEB","CAP VIANDE"
"70001","70001","1","ASP","","0.0","","1","SEB","COCHON PAYS"
"70003","70003","1","ASP","","0.0","","1","SEB","AGC VOLAILLE"
"70004","70004","1","ASP","","0.0","","1","SEB","SARL MAUBERT"
"70053","70053","1","ASP","","0.0","","1","SEB","MARCHE CARAIBES CAP CREOLE"
"71718","71718","1","IMPORT","","0.0","","1","SEB","BARRAL"
"71719","71719","1","IMPORT","","0.0","","1","SEB","BAHIER"
"71720","71720","1","IMPORT","","0.0","","1","SEB","BAMAPPRO"
"71721","71721","1","IMPORT","","0.0","","1","SEB","BUTET"
"71740","71740","1","IMPORT","","0.0","","1","SEB","PROMOGEL/VALINDUS"
"71744","71744","1","IMPORT","","0.0","","1","SEB","LACTALIS GALBANI"
"71753","71753","1","IMPORT","","0.0","","1","SEB","COMBS"
"75012","75012","1","IMPORT","","0.0","","1","SEB","BOULANGERIE"
"75013","75013","1","IMPORT","","0.0","","1","SEB","BOULANGERE SERVIVES (LA)"
"75020","75020","1","IMPORT","","0.0","","1","SEB","BOULE D'OR"
"77775","77775","1","IMPORT","","0.0","","1","SEB","ST MICHEL"
"78328","78328","1","IMPORT","","0.0","","1","SEB","ADRIMEX"
"78329","78329","1","IMPORT","","0.0","","1","SEB","A B TECHNOLOGIE"
"78330","78330","1","IMPORT","","0.0","","1","SEB","ABC INDUSTRIE"
"80000","80000","1","IMPORT","","0.0","","1","SEB","LACTALIS MDD/N1/1PRIX"
"80586","80586","1","IMPORT","","0.0","","1","SEB","COPADEL"
"81563","81563","1","IMPORT","","0.0","","1","SEB","HARRY'S"
"81564","81564","1","IMPORT","","0.0","","1","SEB","HAFNORS"
"82084","82084","1","IMPORT","","0.0","","1","SEB","LEVESQUE"
"82266","82266","1","IMPORT","","0.0","","1","SEB","TALLEC"
"82269","82269","1","IMPORT","","0.0","","1","SEB","TARTEFRAIS"
"82360","82360","1","IMPORT","","0.0","","1","SEB","MAITRE PRUNILLE"
"82361","82361","1","IMPORT","","0.0","","1","SEB","MAITRE COQ"
"82560","82560","1","IMPORT","","0.0","","1","SEB","OMEX"
"82562","82562","1","IMPORT","","0.0","","1","SEB","PETIT BASQ"
"82563","82563","1","IMPORT","","0.0","","1","SEB","POLETTE"
"82564","82564","1","IMPORT","","0.0","","1","SEB","ONEX"
"82565","82565","1","IMPORT","","0.0","","1","SEB","ONITIK"
"83304","83304","1","IMPORT","","0.0","","1","SEB","JACQUES BENOIT"
"83305","83305","1","IMPORT","","0.0","","1","SEB","JACQUET"
"87999","87999","1","IMPORT","","0.0","","1","SEB","EURO DLIC"
"88401","88401","1","IMPORT","","0.0","","1","SEB","COUDENE"
"88402","88402","1","IMPORT","","0.0","","1","SEB","CROUZAT"
"88403","88403","1","IMPORT","","0.0","","1","SEB","CROC FRAIS"
"88642","88642","1","IMPORT","","0.0","","1","SEB","LACTALIS PRIMEVERE"
"88646","88646","1","IMPORT","","0.0","","1","SEB","VANEL"
"88992","88992","1","IMPORT","","0.0","","1","SEB","LA FRICASSEE"
"88993","88993","1","IMPORT","","0.0","","1","SEB","BORDEAU CHENEL"
"88999","88999","1","IMPORT","","0.0","","1","SEB","EURO DOUGH"
"89004","89004","1","IMPORT","","0.0","","1","SEB","CAMPOFRIO MONTAGNE NOIRE"
"89008","89008","1","IMPORT","","0.0","","1","SEB","TRISKEL"
"89010","89010","1","IMPORT","","0.0","","1","SEB","TRIBALLAT ROYAL"
"89011","89011","1","IMPORT","","0.0","","1","SEB","THIOL"
"89015","89015","1","IMPORT","","0.0","","1","SEB","TRIPES PAILLARD"
"89181","89181","1","IMPORT","","0.0","","1","SEB","LACTALIS PRESIDENT"
"89250","89250","1","IMPORT","","0.0","","1","SEB","VEDIAL"
"89272","89272","1","IMPORT","","0.0","","1","SEB","AQUALANDE"
"89273","89273","1","IMPORT","","0.0","","1","SEB","CORICO"
"90019","90019","1","ASP","","0.0","","1","SEB","KARUMARK"
"90053","90053","1","ASP","","0.0","","1","SEB","PRESTADIAL"
"90269","90269","1","IMPORT","","0.0","","1","SEB","SIF FRANCE"
"90289","90289","1","IMPORT","","0.0","","1","SEB","PATISSERIE IMPORT"
"90290","90290","1","IMPORT","","0.0","","1","SEB","BROSSARD EXPORT"
"90295","90295","1","IMPORT","","0.0","","1","SEB","PATISFRANC"
"90305","90305","1","IMPORT","","0.0","","1","SEB","MAUBERT"
"90363","90363","1","IMPORT","","0.0","","1","SEB","OSFA"
"90364","90364","1","IMPORT","","0.0","","1","SEB","MORE CODFISH"
"90387","90387","1","IMPORT","","0.0","","1","SEB","FRUITS D'OR"
"90393","90393","1","IMPORT","","0.0","","1","SEB","PROVENCE"
"90471","90471","1","IMPORT","","0.0","","1","SEB","COMPTOIR DU CAVIAR"
"90472","90472","1","IMPORT","","0.0","","1","SEB","ERMITAGE"
"90473","90473","1","IMPORT","","0.0","","1","SEB","ESPANA"
"90474","90474","1","IMPORT","","0.0","","1","SEB","ESTEBAN"
"90634","90634","1","IMPORT","","0.0","","1","SEB","PAN FISH FRANCE"
"90666","90666","1","IMPORT","","0.0","","1","SEB","LA BELLE CROUSTEL."
"90667","90667","1","IMPORT","","0.0","","1","SEB","LA BACALADERA"
"90786","90786","1","IMPORT","","0.0","","1","SEB","BONNY"
"90793","90793","1","IMPORT","","0.0","","1","SEB","PRODIREST SNC LAVAL"
"90957","90957","1","IMPORT","","0.0","","1","SEB","BROCELIANDE"
"91156","91156","1","IMPORT","","0.0","","1","SEB","QUICK B."
"91508","91508","1","IMPORT","","0.0","","1","SEB","HIPPOVIANDES"
"91817","91817","1","IMPORT","","0.0","","1","SEB","KAASBRICK"
"91894","91894","1","IMPORT","","0.0","","1","SEB","VOLYSTAR"
"96681","96681","1","IMPORT","","0.0","","1","SEB","LOSFELD"
"96738","96738","1","IMPORT","","0.0","","1","SEB","BONBEC"
"96759","96759","1","IMPORT","","0.0","","1","SEB","ALIMENTAIRE"
"97030","97030","1","IMPORT","","0.0","","1","SEB","CHIRAG"
"97033","97033","1","IMPORT","","0.0","","1","SEB","RIVIERA"
"97066","97066","1","IMPORT","","0.0","","1","SEB","UNION ISIGNY"
"97095","97095","1","IMPORT","","0.0","","1","SEB","SAVIEL"
"97164","97164","1","IMPORT","","0.0","","1","SEB","CHEVALIER"
"97165","97165","1","IMPORT","","0.0","","1","SEB","CH & ALI."
"97166","97166","1","IMPORT","","0.0","","1","SEB","CHARLES ET ALICE"
"97182","97182","1","IMPORT","","0.0","","1","SEB","SENGELE"
"97195","97195","1","IMPORT","","0.0","","1","SEB","SOMAUDEX"
"97291","97291","1","IMPORT","","0.0","","1","SEB","SPANCHERO"
"97364","97364","1","IMPORT","","0.0","","1","SEB","ETS HOUEL"
"97379","97379","1","IMPORT","","0.0","","1","SEB","BONTJE KAAS B.V."
"97472","97472","1","IMPORT","","0.0","","1","SEB","ROUX"
"97486","97486","1","IMPORT","","0.0","","1","SEB","M.H.P. PRODUC."
"97624","97624","1","IMPORT","","0.0","","1","SEB","FRANCO AFRICAINE DE NEGOCE"
"97625","97625","1","IMPORT","","0.0","","1","SEB","FROMAGERIE DE LIVAROT"
"97718","97718","1","IMPORT","","0.0","","1","SEB","FROMAGERIE OCCITANE"
"97749","97749","1","IMPORT","","0.0","","1","SEB","LAITA"
"97893","97893","1","IMPORT","","0.0","","1","SEB","BISTRIAL SA COLIBRI LILLOISE"
"97938","97938","1","IMPORT","","0.0","","1","SEB","TRADI CHARCUTERIE"
"98055","98055","1","IMPORT","","0.0","","1","SEB","TRADITION TRAITEUR"
"98160","98160","1","IMPORT","","0.0","","1","SEB","FLEURY MICHON INTERNATIONAL"
"98208","98208","1","IMPORT","","0.0","","1","SEB","SAL. TERRADOU"
"98283","98283","1","IMPORT","","0.0","","1","SEB","AGRI-CONDIMENTS"
"98400","98400","1","IMPORT","","0.0","","1","SEB","STALAVEN"
"98410","98410","1","IMPORT","","0.0","","1","SEB","LE JAMBON CRU D'AOSTE"
"98455","98455","1","IMPORT","","0.0","","1","SEB","SCOFF"
"98549","98549","1","IMPORT","","0.0","","1","SEB","STE BRETONNE SALAISON L GAD"
"98580","98580","1","IMPORT","","0.0","","1","SEB","EUROPAL"
"98582","98582","1","IMPORT","","0.0","","1","SEB","LE GOFF"
"98708","98708","1","IMPORT","","0.0","","1","SEB","STE ANOM DE CAVES PRODUT"
"98741","98741","1","IMPORT","","0.0","","1","SEB","RIBERVALES FOODS COMPANY"
"98808","98808","1","IMPORT","","0.0","","1","SEB","C.MARION"
"98884","98884","1","IMPORT","","0.0","","1","SEB","LESCURE BOUGON"
"98934","98934","1","IMPORT","","0.0","","1","SEB","SODIAAL"
"98940","98940","1","IMPORT","","0.0","","1","SEB","EVEN"
"99093","99093","1","IMPORT","","0.0","","1","SEB","LUSTUCRU FRAIS"
"99123","99123","1","IMPORT","","0.0","","1","SEB","UNILEVER EXPORT"
"99182","99182","1","IMPORT","","0.0","","1","SEB","VANDENOOR"
"99193","99193","1","IMPORT","","0.0","","1","SEB","BRIDEL LAITERIES SCE EXPORT"
"99194","99194","1","IMPORT","","0.0","","1","SEB","BRUNET"
"99239","99239","1","IMPORT","","0.0","","1","SEB","SOUCHON D'AUVERGNE"
"99313","99313","1","IMPORT","","0.0","","1","SEB","INTERABA"
"99325","99325","1","IMPORT","","0.0","","1","SEB","MICELI"
"99344","99344","1","IMPORT","","0.0","","1","SEB","DOM PETRO"
"99345","99345","1","IMPORT","","0.0","","1","SEB","DOREMUS"
"99730","99730","1","IMPORT","","0.0","","1","SEB","ANTICA PAS"
"99731","99731","1","IMPORT","","0.0","","1","SEB","ANTILLES MER"
"99749","99749","1","IMPORT","","0.0","","1","SEB","LOSTE"
"99999","99999","1","IMPORT","","0.0","","1","SEB","SOGEDIAL"
"99999","99999","1","ASP","","0.0","","1","GUA","NON DETERMINE"
